INPUT_TABLE
Variable ID
UnlimitRsrcPrice

region,unlimited.resource,year,price
Central America and Caribbean,Southern Central America-water withdrawals,2005,0.001
Central America and Caribbean,Southern Central America-water consumption,2025,0
Central America and Caribbean,Southern Central America-water withdrawals,2015,0.001
Central America and Caribbean,Southern Central America-water withdrawals,2090,0.001
Central America and Caribbean,Southern Central America-water withdrawals,2055,0.001
Central America and Caribbean,Southern Central America-water withdrawals,1990,0.001
Central America and Caribbean,Southern Central America-water withdrawals,2040,0.001
Central America and Caribbean,Southern Central America-water consumption,2040,0
Central America and Caribbean,Southern Central America-water consumption,2015,0
Central America and Caribbean,Southern Central America-water withdrawals,2030,0.001
Central America and Caribbean,Southern Central America-water withdrawals,2010,0.001
Central America and Caribbean,Southern Central America-water consumption,2050,0
Central America and Caribbean,Southern Central America-water withdrawals,2095,0.001
Central America and Caribbean,Southern Central America-water consumption,1990,0
Central America and Caribbean,Southern Central America-water consumption,2055,0
Central America and Caribbean,Southern Central America-water consumption,2045,0
Central America and Caribbean,Southern Central America-water withdrawals,2100,0.001
Central America and Caribbean,Southern Central America-water consumption,2035,0
Central America and Caribbean,Southern Central America-water withdrawals,2075,0.001
Central America and Caribbean,Southern Central America-water withdrawals,2070,0.001
Central America and Caribbean,Southern Central America-water consumption,2070,0
Central America and Caribbean,Southern Central America-water withdrawals,2025,0.001
Central America and Caribbean,Southern Central America-water consumption,2065,0
Central America and Caribbean,Southern Central America-water withdrawals,1975,0.001
Central America and Caribbean,Southern Central America-water consumption,2075,0
Central America and Caribbean,Southern Central America-water consumption,2005,0
Central America and Caribbean,Southern Central America-water withdrawals,2050,0.001
Mexico,Isthmus of Tehuantepec-water consumption,2025,0
Mexico,Isthmus of Tehuantepec-water consumption,2085,0
Mexico,Isthmus of Tehuantepec-water withdrawals,2040,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2055,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2035,0.001
Mexico,Isthmus of Tehuantepec-water consumption,2030,0
Mexico,Isthmus of Tehuantepec-water consumption,2005,0
Mexico,Isthmus of Tehuantepec-water withdrawals,2065,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2050,0.001
Mexico,Isthmus of Tehuantepec-water consumption,1975,0
Mexico,Isthmus of Tehuantepec-water consumption,2050,0
Mexico,Isthmus of Tehuantepec-water consumption,2020,0
Mexico,Isthmus of Tehuantepec-water withdrawals,2010,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2045,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2075,0.001
Mexico,Isthmus of Tehuantepec-water consumption,2010,0
Mexico,Isthmus of Tehuantepec-water withdrawals,2020,0.001
Mexico,Isthmus of Tehuantepec-water consumption,2060,0
Mexico,Isthmus of Tehuantepec-water consumption,2040,0
Mexico,Isthmus of Tehuantepec-water consumption,2070,0
Mexico,Isthmus of Tehuantepec-water consumption,2055,0
Mexico,Isthmus of Tehuantepec-water withdrawals,1975,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2030,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2060,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2085,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2005,0.001
Mexico,Isthmus of Tehuantepec-water consumption,2095,0
Mexico,Isthmus of Tehuantepec-water withdrawals,2080,0.001
Mexico,Isthmus of Tehuantepec-water consumption,2045,0
Mexico,Isthmus of Tehuantepec-water consumption,2100,0
Mexico,Isthmus of Tehuantepec-water consumption,2080,0
Mexico,Isthmus of Tehuantepec-water consumption,2090,0
Mexico,Isthmus of Tehuantepec-water withdrawals,2025,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2090,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2100,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2070,0.001
Mexico,Isthmus of Tehuantepec-water consumption,2015,0
Mexico,Isthmus of Tehuantepec-water consumption,2035,0
Mexico,Isthmus of Tehuantepec-water withdrawals,2095,0.001
Mexico,Isthmus of Tehuantepec-water consumption,2075,0
Mexico,Isthmus of Tehuantepec-water consumption,1990,0
Mexico,Isthmus of Tehuantepec-water consumption,2065,0
Mexico,Isthmus of Tehuantepec-water withdrawals,1990,0.001
Mexico,Isthmus of Tehuantepec-water withdrawals,2015,0.001
China,Irrawaddy-water consumption,2020,0
China,Irrawaddy-water consumption,2100,0
China,Irrawaddy-water consumption,2045,0
China,Irrawaddy-water withdrawals,2100,0.001
China,Irrawaddy-water withdrawals,2045,0.001
China,Irrawaddy-water consumption,2085,0
China,Irrawaddy-water consumption,2055,0
China,Irrawaddy-water consumption,2050,0
China,Irrawaddy-water withdrawals,1975,0.001
China,Irrawaddy-water withdrawals,2065,0.001
China,Irrawaddy-water consumption,2060,0
China,Irrawaddy-water withdrawals,2060,0.001
China,Irrawaddy-water consumption,2025,0
China,Irrawaddy-water withdrawals,2055,0.001
China,Irrawaddy-water consumption,2040,0
China,Irrawaddy-water consumption,2030,0
China,Irrawaddy-water consumption,1975,0
China,Irrawaddy-water withdrawals,2050,0.001
China,Irrawaddy-water consumption,2070,0
China,Irrawaddy-water withdrawals,2020,0.001
China,Irrawaddy-water consumption,2010,0
China,Irrawaddy-water withdrawals,2005,0.001
China,Irrawaddy-water consumption,2095,0
China,Irrawaddy-water withdrawals,1990,0.001
China,Irrawaddy-water consumption,2080,0
China,Irrawaddy-water consumption,2075,0
China,Irrawaddy-water consumption,2005,0
China,Irrawaddy-water consumption,1990,0
China,Irrawaddy-water withdrawals,2075,0.001
China,Irrawaddy-water withdrawals,2010,0.001
China,Irrawaddy-water withdrawals,2035,0.001
China,Irrawaddy-water withdrawals,2025,0.001
China,Irrawaddy-water consumption,2035,0
China,Irrawaddy-water withdrawals,2080,0.001
China,Irrawaddy-water withdrawals,2095,0.001
China,Irrawaddy-water withdrawals,2015,0.001
China,Irrawaddy-water withdrawals,2070,0.001
China,Irrawaddy-water withdrawals,2090,0.001
China,Irrawaddy-water withdrawals,2085,0.001
China,Irrawaddy-water consumption,2090,0
China,Irrawaddy-water consumption,2015,0
China,Irrawaddy-water withdrawals,2030,0.001
China,Irrawaddy-water consumption,2065,0
China,Irrawaddy-water withdrawals,2040,0.001
Southeast Asia,Sittang-water consumption,2045,0
Southeast Asia,Sittang-water withdrawals,2055,0.001
Southeast Asia,Sittang-water withdrawals,1975,0.001
Southeast Asia,Sittang-water consumption,2085,0
Southeast Asia,Sittang-water withdrawals,2020,0.001
Southeast Asia,Sittang-water consumption,2025,0
Southeast Asia,Sittang-water withdrawals,2065,0.001
Southeast Asia,Sittang-water consumption,2010,0
Southeast Asia,Sittang-water withdrawals,2030,0.001
Southeast Asia,Sittang-water withdrawals,2005,0.001
Southeast Asia,Sittang-water consumption,2030,0
Southeast Asia,Sittang-water consumption,2070,0
Southeast Asia,Sittang-water consumption,2060,0
Southeast Asia,Sittang-water withdrawals,2060,0.001
Southeast Asia,Sittang-water withdrawals,2025,0.001
Southeast Asia,Sittang-water consumption,2100,0
Southeast Asia,Sittang-water consumption,1975,0
Southeast Asia,Sittang-water withdrawals,2100,0.001
Southeast Asia,Sittang-water consumption,1990,0
Southeast Asia,Sittang-water withdrawals,2050,0.001
Southeast Asia,Sittang-water consumption,2015,0
Southeast Asia,Sittang-water withdrawals,2015,0.001
Southeast Asia,Sittang-water consumption,2005,0
Southeast Asia,Sittang-water consumption,2050,0
Southeast Asia,Sittang-water consumption,2055,0
Southeast Asia,Sittang-water withdrawals,2085,0.001
Southeast Asia,Sittang-water consumption,2020,0
Southeast Asia,Sittang-water withdrawals,2080,0.001
Southeast Asia,Sittang-water withdrawals,2035,0.001
Southeast Asia,Sittang-water consumption,2040,0
Southeast Asia,Sittang-water withdrawals,1990,0.001
Southeast Asia,Sittang-water withdrawals,2010,0.001
Southeast Asia,Sittang-water withdrawals,2070,0.001
Southeast Asia,Sittang-water withdrawals,2090,0.001
Southeast Asia,Sittang-water consumption,2080,0
Southeast Asia,Sittang-water consumption,2090,0
Southeast Asia,Sittang-water withdrawals,2095,0.001
Southeast Asia,Sittang-water consumption,2095,0
Southeast Asia,Sittang-water consumption,2035,0
Southeast Asia,Sittang-water withdrawals,2075,0.001
Southeast Asia,Sittang-water withdrawals,2045,0.001
Southeast Asia,Sittang-water withdrawals,2040,0.001
Southeast Asia,Sittang-water consumption,2075,0
Southeast Asia,Sittang-water consumption,2065,0
Southeast Asia,Peninsula Malaysia-water consumption,2060,0
Southeast Asia,Peninsula Malaysia-water withdrawals,2005,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,2055,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,2070,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,2100,0.001
Southeast Asia,Peninsula Malaysia-water consumption,1975,0
Southeast Asia,Peninsula Malaysia-water consumption,2050,0
Southeast Asia,Peninsula Malaysia-water consumption,2070,0
Southeast Asia,Peninsula Malaysia-water consumption,2025,0
Southeast Asia,Peninsula Malaysia-water withdrawals,2030,0.001
Southeast Asia,Peninsula Malaysia-water consumption,2095,0
Southeast Asia,Peninsula Malaysia-water consumption,2075,0
Southeast Asia,Peninsula Malaysia-water withdrawals,2085,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,2050,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,2045,0.001
Southeast Asia,Peninsula Malaysia-water consumption,2020,0
Southeast Asia,Peninsula Malaysia-water withdrawals,2065,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,2095,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,2015,0.001
Southeast Asia,Peninsula Malaysia-water consumption,2005,0
Southeast Asia,Peninsula Malaysia-water consumption,1990,0
Southeast Asia,Peninsula Malaysia-water consumption,2045,0
Southeast Asia,Peninsula Malaysia-water withdrawals,2010,0.001
Southeast Asia,Peninsula Malaysia-water consumption,2065,0
Southeast Asia,Peninsula Malaysia-water consumption,2035,0
Southeast Asia,Peninsula Malaysia-water withdrawals,2075,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,2090,0.001
Southeast Asia,Peninsula Malaysia-water consumption,2030,0
Southeast Asia,Peninsula Malaysia-water withdrawals,1975,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,2020,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,2060,0.001
Southeast Asia,Peninsula Malaysia-water consumption,2085,0
Southeast Asia,Peninsula Malaysia-water consumption,2015,0
Southeast Asia,Peninsula Malaysia-water withdrawals,2035,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,2040,0.001
Southeast Asia,Peninsula Malaysia-water consumption,2100,0
Southeast Asia,Peninsula Malaysia-water consumption,2055,0
Southeast Asia,Peninsula Malaysia-water withdrawals,2080,0.001
Southeast Asia,Peninsula Malaysia-water withdrawals,1990,0.001
Southeast Asia,Peninsula Malaysia-water consumption,2010,0
Southeast Asia,Peninsula Malaysia-water withdrawals,2025,0.001
Southeast Asia,Peninsula Malaysia-water consumption,2090,0
Southeast Asia,Peninsula Malaysia-water consumption,2040,0
Southeast Asia,Peninsula Malaysia-water consumption,2080,0
India,Krishna-water consumption,2070,0
India,Krishna-water consumption,2045,0
India,Krishna-water consumption,2025,0
India,Krishna-water withdrawals,2060,0.001
India,Krishna-water consumption,2005,0
India,Krishna-water consumption,2075,0
India,Krishna-water withdrawals,2055,0.001
India,Krishna-water withdrawals,2030,0.001
India,Krishna-water consumption,2100,0
India,Krishna-water consumption,2030,0
India,Krishna-water consumption,2060,0
India,Krishna-water withdrawals,1975,0.001
India,Krishna-water consumption,2010,0
India,Krishna-water consumption,2055,0
India,Krishna-water withdrawals,2010,0.001
India,Krishna-water withdrawals,2015,0.001
India,Krishna-water consumption,2090,0
India,Krishna-water consumption,1975,0
India,Krishna-water consumption,2085,0
India,Krishna-water withdrawals,2090,0.001
India,Krishna-water withdrawals,2005,0.001
India,Krishna-water consumption,2095,0
India,Krishna-water consumption,1990,0
India,Krishna-water withdrawals,2070,0.001
India,Krishna-water withdrawals,2075,0.001
India,Krishna-water withdrawals,2050,0.001
India,Krishna-water withdrawals,2085,0.001
India,Krishna-water withdrawals,2020,0.001
India,Krishna-water withdrawals,2040,0.001
India,Krishna-water withdrawals,2035,0.001
India,Krishna-water withdrawals,2100,0.001
India,Krishna-water withdrawals,2095,0.001
India,Krishna-water consumption,2020,0
India,Krishna-water consumption,2065,0
India,Krishna-water withdrawals,2025,0.001
India,Krishna-water withdrawals,2080,0.001
India,Krishna-water consumption,2040,0
India,Krishna-water withdrawals,2045,0.001
India,Krishna-water consumption,2080,0
India,Krishna-water consumption,2015,0
India,Krishna-water withdrawals,1990,0.001
India,Krishna-water consumption,2050,0
India,Krishna-water withdrawals,2065,0.001
India,Krishna-water consumption,2035,0
Africa_Western,Africa-West Coast-water withdrawals,2085,0.001
Africa_Western,Africa-West Coast-water consumption,2070,0
Africa_Western,Africa-West Coast-water withdrawals,2030,0.001
Africa_Western,Africa-West Coast-water withdrawals,2095,0.001
Africa_Western,Africa-West Coast-water withdrawals,2020,0.001
Africa_Western,Africa-West Coast-water consumption,2025,0
Africa_Western,Africa-West Coast-water consumption,2085,0
Africa_Western,Africa-West Coast-water withdrawals,2090,0.001
Africa_Western,Africa-West Coast-water consumption,1975,0
Africa_Western,Africa-West Coast-water withdrawals,2015,0.001
Africa_Western,Africa-West Coast-water withdrawals,2060,0.001
Africa_Western,Africa-West Coast-water consumption,2090,0
Africa_Western,Africa-West Coast-water withdrawals,2045,0.001
Africa_Western,Africa-West Coast-water withdrawals,1975,0.001
Africa_Western,Africa-West Coast-water consumption,1990,0
Africa_Western,Africa-West Coast-water consumption,2060,0
Africa_Western,Africa-West Coast-water consumption,2075,0
Africa_Western,Africa-West Coast-water withdrawals,2065,0.001
Africa_Western,Africa-West Coast-water withdrawals,2010,0.001
Africa_Western,Africa-West Coast-water consumption,2045,0
Africa_Western,Africa-West Coast-water consumption,2005,0
Africa_Western,Africa-West Coast-water consumption,2100,0
Africa_Western,Africa-West Coast-water consumption,2095,0
Africa_Western,Africa-West Coast-water consumption,2010,0
Africa_Western,Africa-West Coast-water consumption,2050,0
Africa_Western,Africa-West Coast-water withdrawals,2050,0.001
Africa_Western,Africa-West Coast-water withdrawals,2025,0.001
Africa_Western,Africa-West Coast-water withdrawals,2040,0.001
Africa_Western,Africa-West Coast-water consumption,2035,0
Africa_Western,Africa-West Coast-water consumption,2030,0
Africa_Western,Africa-West Coast-water consumption,2080,0
Africa_Western,Africa-West Coast-water withdrawals,2005,0.001
Africa_Western,Africa-West Coast-water withdrawals,2100,0.001
Africa_Western,Africa-West Coast-water consumption,2015,0
Africa_Western,Africa-West Coast-water withdrawals,2070,0.001
Africa_Western,Africa-West Coast-water consumption,2020,0
Africa_Western,Africa-West Coast-water consumption,2055,0
Africa_Western,Africa-West Coast-water withdrawals,2055,0.001
Africa_Western,Africa-West Coast-water consumption,2040,0
Africa_Western,Africa-West Coast-water withdrawals,2075,0.001
Africa_Western,Africa-West Coast-water withdrawals,1990,0.001
